,t_user_id,parsed_date,speed
95,21.0,2007-05-01,6.06351390964
96,21.0,2007-05-02,6.80725910355
97,21.0,2007-05-03,0.963725435361
98,21.0,2007-05-04,1.12746014776
99,52.0,2008-05-20,5.77383383435
100,52.0,2008-05-21,2.96717504891
101,52.0,2008-05-22,4.05246628207
102,52.0,2008-05-23,5.47967293606
103,52.0,2008-05-25,2.41653287375
104,52.0,2008-05-26,7.60696826359
105,52.0,2008-05-27,2.9549309612
106,52.0,2008-05-28,3.15381861838
107,52.0,2008-05-29,4.6816523052
108,52.0,2008-05-30,4.12058297382
109,52.0,2008-05-31,3.77721931459
110,52.0,2008-06-01,4.57226011778
111,52.0,2008-06-02,2.58241991369
112,52.0,2008-06-03,5.67286974941
113,52.0,2008-06-04,4.91081067853
114,52.0,2008-06-05,5.70475466528
115,52.0,2008-06-06,3.67779712207
116,52.0,2008-06-07,2.40552178748
117,52.0,2008-06-09,3.42756711707
118,52.0,2008-06-10,3.39589504654
119,52.0,2008-06-12,5.9218689547
120,52.0,2008-06-13,2.98370778738
121,52.0,2008-06-14,4.59480949469
122,52.0,2008-06-15,4.81448524924
123,52.0,2008-06-16,3.12694420582
124,52.0,2008-06-17,6.87232492034
125,52.0,2008-06-20,2.45056250132
126,52.0,2008-06-21,4.31056468992
127,52.0,2008-06-25,3.45995943558
128,52.0,2008-06-26,6.18068374907
129,52.0,2008-06-27,8.28589940906
130,52.0,2008-06-28,2.09230093352
131,52.0,2008-06-29,6.23348281571
132,52.0,2008-07-01,3.02819397924
133,52.0,2008-07-02,2.70913511709
134,52.0,2008-07-03,4.60189669155
135,52.0,2008-07-06,2.74689987214
136,52.0,2008-07-07,4.50965770163
137,52.0,2008-07-08,2.1970144543
138,52.0,2008-07-09,4.23846065039
139,52.0,2008-07-10,2.92465538818
140,52.0,2008-07-11,2.92145488008
141,52.0,2008-07-15,2.43606091938
142,52.0,2008-07-16,2.49757975944
143,52.0,2008-07-17,3.88398625212
144,52.0,2008-07-18,3.77049863801
145,52.0,2008-07-19,5.30630731694
146,52.0,2008-07-20,2.29223622408
147,52.0,2008-07-21,4.24307151014
148,52.0,2008-07-22,2.4368732053
149,52.0,2008-07-23,1.47856676019
150,52.0,2008-07-24,3.5676460014
151,52.0,2008-07-25,3.21410397514
152,52.0,2008-07-26,2.15755778099
153,52.0,2008-07-27,2.87956362961
154,52.0,2008-07-29,2.55376060326
155,52.0,2008-07-30,2.43827062037
156,52.0,2008-07-31,9.78242220514
157,52.0,2008-08-18,3.63311633681
158,52.0,2008-08-22,3.17499841703
159,52.0,2008-09-02,2.49225233902
160,52.0,2008-10-01,5.2678620356
161,52.0,2008-10-02,7.82493470582
162,52.0,2008-10-03,3.15475276933
163,52.0,2008-10-05,3.16579876071
164,52.0,2008-10-06,4.46041176069
165,52.0,2008-10-07,2.09131436427
166,52.0,2008-10-08,2.39578719232
167,52.0,2008-10-10,4.52787830229
168,56.0,2007-10-19,3.08124897105
169,58.0,2007-05-09,9.24041136427
170,58.0,2007-05-13,4.60256735752
171,58.0,2007-05-19,9.85944723615
172,58.0,2007-05-21,9.70456840257
173,58.0,2007-05-23,1.40779537332
174,58.0,2007-05-24,1.69923593983
175,58.0,2007-05-26,4.02841245575
176,58.0,2007-06-01,4.40479787898
177,58.0,2007-06-03,9.36739301534
178,62.0,2008-06-18,1.38338328373
179,62.0,2008-06-19,2.89243387759
180,62.0,2008-06-20,3.52134946188
181,62.0,2008-06-21,3.08971243102
182,62.0,2008-06-23,4.93103582795
183,62.0,2008-06-24,5.27827968464
184,62.0,2008-06-25,5.58406933446
185,62.0,2008-06-28,3.90505664584
186,62.0,2008-06-29,4.88027700012
187,62.0,2008-07-01,4.23367985072
188,62.0,2008-07-03,5.84548583169
189,62.0,2008-07-06,1.47301759977
190,62.0,2008-07-07,7.43198121237
191,62.0,2008-07-08,4.67721682496
192,62.0,2008-07-09,5.9314248324
193,62.0,2008-07-10,4.90491596526
194,62.0,2008-07-11,7.13832501254
195,62.0,2008-07-13,6.10146085779
196,62.0,2008-07-14,6.38719428653
197,62.0,2008-07-15,8.23368038455
198,62.0,2008-07-16,6.15287299335
199,62.0,2008-07-17,1.24231842962
200,62.0,2008-07-19,4.87603289362
201,62.0,2008-07-20,6.76104590066
202,62.0,2008-07-21,5.18478675548
203,62.0,2008-07-22,5.35911583802
204,62.0,2008-07-23,5.44611768616
205,62.0,2008-07-24,6.01290278092
206,62.0,2008-07-26,4.22677568614
207,62.0,2008-07-27,5.70569149186
208,62.0,2008-07-28,5.25034312622
209,62.0,2008-07-29,7.5625791559
210,62.0,2008-07-30,5.82200084803
211,62.0,2008-07-31,6.53537661269
212,62.0,2008-08-01,5.27148111451
213,62.0,2008-08-02,3.84463807314
214,62.0,2008-08-03,6.9829545295
215,62.0,2008-08-04,4.33022559558
216,62.0,2008-08-05,7.62288184292
217,62.0,2008-08-06,5.5413690291
218,62.0,2008-08-07,2.51363881904
219,62.0,2008-08-08,7.50233898591
220,62.0,2008-08-09,3.13575039659
221,62.0,2008-08-10,5.38346590359
222,62.0,2008-08-11,4.62165778226
223,62.0,2008-08-12,inf
224,62.0,2008-08-13,5.34893666898
225,62.0,2008-08-14,4.31965968144
226,62.0,2008-08-15,4.33447711374
227,62.0,2008-08-16,5.20124366463
228,62.0,2008-08-17,4.61883407212
229,62.0,2008-08-18,6.35858194694
230,62.0,2008-08-19,3.25137145313
231,62.0,2008-08-20,4.66307685498
232,62.0,2008-08-21,4.53573892172
233,62.0,2008-08-22,5.31686281871
234,62.0,2008-08-23,3.6668185936
235,62.0,2008-08-24,3.49772395134
236,62.0,2008-08-25,4.05418430557
237,62.0,2008-08-26,5.93682940426
238,62.0,2008-08-27,7.47618604004
239,62.0,2008-08-28,2.78836071927
240,62.0,2008-08-29,8.92272580288
241,62.0,2008-08-30,3.54605859936
242,62.0,2008-08-31,13.9250132712
243,62.0,2008-09-01,3.20783183363
244,62.0,2008-09-02,inf
245,62.0,2008-09-03,5.15275751847
246,62.0,2008-09-04,4.57017870951
247,62.0,2008-09-05,2.64171624764
248,62.0,2008-09-06,3.66671107895
249,62.0,2008-09-07,7.10573232749
250,62.0,2008-09-08,5.33718098135
251,62.0,2008-09-10,4.30769099758
252,62.0,2008-09-11,5.0336293359
253,62.0,2008-09-12,2.41889607072
254,62.0,2008-09-13,5.21574036712
255,62.0,2008-09-14,7.34027071191
256,62.0,2008-09-15,7.90243887466
257,62.0,2008-09-16,5.85490841712
258,62.0,2008-09-17,3.08382286011
259,62.0,2008-09-18,4.1929413402
260,62.0,2008-09-19,6.59163516547
261,62.0,2008-09-20,1.56816886074
262,62.0,2008-09-21,5.9111108291
263,62.0,2008-09-23,4.25810707763
264,62.0,2008-09-24,1.82565399036
265,62.0,2008-09-25,2.48594140064
266,62.0,2008-09-26,23.2758985248
267,62.0,2008-09-27,15.7146187558
268,62.0,2008-09-28,3.41103927379
269,62.0,2008-10-01,3.18134434616
270,62.0,2008-10-03,14.7342040174
271,62.0,2008-10-04,11.6607782698
272,62.0,2008-10-05,5.76938050846
273,62.0,2008-10-15,3.42277022257
274,62.0,2008-10-16,3.54203687011
275,62.0,2008-10-17,3.46431562113
276,62.0,2008-10-18,3.99444908773
277,62.0,2008-10-19,2.44288637071
278,62.0,2008-10-20,4.46625394402
279,62.0,2008-10-21,4.22197951696
280,62.0,2008-10-29,1.38058587214
281,62.0,2008-10-30,1.6395180221
282,62.0,2008-10-31,4.41717183435
283,62.0,2008-11-01,2.61706172228
284,62.0,2008-11-02,3.88780380449
285,62.0,2008-11-03,1.77930292194
286,62.0,2008-11-04,1.70922885516
287,62.0,2008-11-05,5.43495438083
288,62.0,2008-11-06,3.11305392609
289,62.0,2008-11-07,9.34470447453
290,62.0,2008-11-08,1.79167806965
291,62.0,2008-11-09,2.69679169696
292,62.0,2008-11-10,4.82819547447
293,62.0,2008-11-11,4.27801389452
294,62.0,2008-11-12,2.09338937492
295,62.0,2008-11-13,5.3191016174
296,62.0,2008-11-14,5.60548593712
297,62.0,2008-11-15,4.50711694541
298,62.0,2008-11-16,6.4010226736
299,62.0,2008-11-17,4.62953152921
300,62.0,2008-12-03,2.71158889648
301,62.0,2008-12-04,4.89925722306
302,62.0,2008-12-05,3.57037989729
303,62.0,2008-12-06,1.58806882825
304,62.0,2008-12-07,3.67043944932
305,62.0,2008-12-08,1.70280196488
306,62.0,2008-12-09,4.49183872936
307,62.0,2008-12-11,3.54021833978
308,62.0,2008-12-12,3.59699293815
309,62.0,2008-12-13,3.0966331233
310,62.0,2008-12-14,1.44153086723
311,62.0,2008-12-15,6.22881683495
312,64.0,2008-08-15,2.62153051907
313,64.0,2008-08-16,3.41680517023
314,64.0,2008-08-17,6.83592436599
315,64.0,2008-08-18,4.33930883478
316,64.0,2008-08-20,4.89357103127
317,64.0,2008-08-21,7.45029900262
318,64.0,2008-08-23,1.31595014271
319,64.0,2008-08-24,8.24576153183
320,64.0,2008-08-25,3.068010741
321,64.0,2008-08-29,2.00994798725
322,65.0,2011-08-24,
323,65.0,2011-08-26,
324,65.0,2011-08-28,
325,65.0,2011-08-30,
326,65.0,2011-09-01,
327,65.0,2011-09-02,
328,65.0,2011-09-03,
329,65.0,2011-09-10,
330,65.0,2011-09-11,
331,65.0,2011-09-16,
332,65.0,2011-09-17,
333,65.0,2011-09-18,
334,65.0,2011-09-19,
335,65.0,2011-09-21,
336,65.0,2011-09-23,
337,65.0,2011-09-25,
338,65.0,2011-09-27,
339,65.0,2011-09-29,inf
340,65.0,2011-10-01,14.8394694839
341,65.0,2011-10-03,
342,65.0,2011-10-05,
343,65.0,2011-10-06,
344,65.0,2011-10-14,
345,65.0,2011-10-16,inf
346,65.0,2011-10-18,
347,65.0,2011-10-22,
348,65.0,2011-10-23,inf
349,65.0,2011-10-25,
350,67.0,2011-03-05,7.8493689081
351,67.0,2011-03-12,4.08741328488
352,67.0,2011-03-19,3.21492711756
353,67.0,2011-03-20,9.02534108596
354,67.0,2011-03-26,4.42545911442
355,67.0,2011-04-07,
356,67.0,2011-04-08,inf
357,67.0,2011-04-13,2.95460806898
358,67.0,2011-04-14,1.40818890666
359,67.0,2011-04-16,2.54492931892
360,67.0,2011-04-19,3.50232511416
361,67.0,2011-04-23,7.29346923358
362,67.0,2011-04-30,6.57320648213
363,67.0,2011-05-06,6.75840382912
364,67.0,2011-05-07,11.8736943026
365,68.0,2008-09-16,3.38260476132
366,68.0,2008-09-18,1.13288421334
367,68.0,2008-09-20,7.53800363011
368,68.0,2008-09-29,2.3533034342
369,68.0,2008-09-30,2.90863834069
370,68.0,2008-10-02,3.97202016075
371,68.0,2008-10-03,3.15765843846
372,68.0,2008-10-04,3.03878445763
373,68.0,2008-10-11,3.35427094769
374,68.0,2008-10-12,3.13601487245
375,68.0,2008-10-20,5.02097478209
376,68.0,2008-10-21,3.70305741232
377,68.0,2008-10-22,3.1342984191
378,68.0,2008-10-24,3.61029923529
379,68.0,2008-10-25,3.57537789592
380,68.0,2008-10-26,3.75905443001
381,68.0,2008-10-31,4.21271878276
382,68.0,2008-11-01,3.17516204612
383,68.0,2008-11-03,5.00602297518
384,68.0,2008-11-04,1.21924511999
385,68.0,2008-11-05,6.680822213
386,68.0,2008-11-08,5.54680274344
387,68.0,2008-11-13,5.65441316811
388,68.0,2008-11-14,8.61682929974
389,68.0,2008-11-15,7.03715991338
390,68.0,2008-11-16,3.71191526961
391,68.0,2008-11-26,1.10920065058
392,68.0,2008-11-30,3.45462992497
393,68.0,2008-12-13,3.34321358437
394,68.0,2008-12-14,5.74731457801
395,68.0,2009-01-02,1.48329934641
396,68.0,2009-01-15,19.7866020006
397,68.0,2009-01-16,17.3258705592
398,68.0,2009-02-17,2.95369332274
399,68.0,2009-02-18,4.30145480329
400,68.0,2009-02-19,3.52070642821
401,68.0,2009-02-20,6.59895811695
402,68.0,2009-02-21,4.40836494979
403,68.0,2009-02-22,4.02620459437
404,68.0,2009-02-23,1.2245118831
405,68.0,2009-03-01,1.35570829151
406,68.0,2009-03-13,2.96928902171
407,68.0,2009-03-14,2.26732292163
408,68.0,2009-03-22,2.74598717718
409,68.0,2009-03-23,2.86804308126
410,68.0,2009-03-27,3.78765594655
411,68.0,2009-03-28,6.27842713508
412,68.0,2009-04-02,13.5741201112
413,68.0,2009-04-03,2.63094263282
414,68.0,2009-04-05,5.62480048078
415,68.0,2009-04-11,2.7929274632
416,68.0,2009-04-12,2.73340582627
417,68.0,2009-04-18,5.81108909265
418,68.0,2009-04-22,3.43476622247
419,68.0,2009-04-25,3.74728991662
420,68.0,2009-05-01,1.64707600438
421,68.0,2009-05-02,2.49429886035
422,68.0,2009-05-03,2.16168029191
423,68.0,2009-05-16,3.42070799345
424,68.0,2009-05-17,4.53429557132
425,68.0,2009-05-19,3.1001293468
426,68.0,2009-05-21,3.59593172959
427,68.0,2009-05-22,3.62980978846
428,68.0,2009-05-24,3.43215981117
429,68.0,2009-05-25,3.34610643362
430,68.0,2009-05-26,3.90301268022
431,68.0,2009-05-27,4.70239026634
432,68.0,2009-05-28,3.21941831619
433,68.0,2009-05-29,3.26193916909
434,68.0,2009-05-30,3.36865591888
435,68.0,2009-05-31,2.61432690014
436,68.0,2009-06-05,3.67340367689
437,68.0,2009-06-07,3.28817590931
438,68.0,2009-06-13,2.94237184172
439,68.0,2009-06-14,3.74732755113
440,68.0,2009-06-19,2.52403860086
441,68.0,2009-06-21,4.79617838315
442,68.0,2009-06-22,2.68409649698
443,68.0,2009-06-27,2.24312993615
444,68.0,2009-06-28,3.06831507129
445,68.0,2009-07-05,3.5927320384
446,68.0,2009-07-06,2.83170748604
447,68.0,2009-07-07,4.28677035137
448,68.0,2009-07-09,7.4969285553
449,68.0,2009-07-11,4.09676277704
450,68.0,2009-07-12,3.25779563976
451,68.0,2009-07-14,5.1891773864
452,68.0,2009-07-15,5.33674273254
453,68.0,2009-07-16,3.98211207075
454,68.0,2009-07-17,3.01982674518
455,68.0,2009-07-20,7.98567883681
456,68.0,2009-07-21,0.710530107369
457,68.0,2009-07-22,9.48026763748
458,68.0,2009-07-24,2.87090068875
459,68.0,2009-07-25,6.73397317864
460,68.0,2009-07-26,6.45506032338
461,68.0,2009-07-27,4.6654504149
462,68.0,2009-07-28,3.78662940749
463,68.0,2009-07-29,20.4507642371
464,68.0,2009-07-30,1.63042534976
465,68.0,2009-07-31,1.29799269899
466,68.0,2009-08-01,22.7307757369
467,68.0,2009-08-02,4.06219035429
468,68.0,2009-08-03,3.93474771076
469,68.0,2009-08-04,2.46949179167
470,68.0,2009-08-05,7.41667412076
471,68.0,2009-08-06,9.2320314256
472,68.0,2009-08-07,2.92248614665
473,68.0,2009-08-08,2.47103833871
474,68.0,2009-08-09,5.97808087309
475,68.0,2009-08-10,6.35403767751
476,68.0,2009-08-11,10.0674496347
477,68.0,2009-08-13,8.11640854767
478,68.0,2009-08-14,5.96460546777
479,68.0,2009-08-15,5.15632072535
480,68.0,2009-08-17,5.89385936348
481,68.0,2009-08-18,4.22035439239
482,68.0,2009-08-19,2.3473693718
483,68.0,2009-08-20,4.8975772452
484,68.0,2009-08-21,2.17566024514
485,68.0,2009-08-24,1.2487145755
486,68.0,2009-08-25,5.07417139632
487,68.0,2009-08-29,
488,68.0,2009-08-30,4.67614146178
489,68.0,2009-08-31,4.16191399472
490,68.0,2009-09-05,5.11610193897
491,68.0,2009-09-06,5.87332630011
492,68.0,2009-09-08,3.8420979524
493,68.0,2009-09-11,3.73308825058
494,68.0,2009-09-12,5.80252585206
495,68.0,2009-09-13,5.39728352645
496,69.0,2008-06-27,3.49551035175
497,73.0,2008-05-19,2.8999633691
498,73.0,2008-05-21,1.56419533035
499,73.0,2008-05-22,2.38325413103
500,73.0,2008-05-29,2.19363935164
501,73.0,2008-05-30,9.41981315682
502,73.0,2008-06-03,2.78364430307
503,73.0,2008-06-05,1.74208382006
504,73.0,2008-06-19,2.27694636693
505,73.0,2008-06-21,2.17063407603
506,73.0,2008-06-24,2.13940356175
507,73.0,2008-06-25,2.40140596779
508,73.0,2008-06-29,1.28442811066
509,73.0,2008-07-02,2.67634793058
510,73.0,2008-07-05,3.21303807279
511,73.0,2008-07-07,1.79745981625
512,73.0,2008-07-08,2.0657733982
513,73.0,2008-07-10,2.44490596412
514,73.0,2008-07-11,1.42471557616
515,73.0,2008-07-13,1.29409819964
516,73.0,2008-07-15,1.79795138159
517,73.0,2008-07-16,1.6994491988
518,73.0,2008-07-17,2.24144131534
519,73.0,2008-07-18,2.01498076204
520,73.0,2008-07-20,2.02249989959
521,73.0,2008-07-22,1.88561705533
522,73.0,2008-07-24,1.60450675184
523,73.0,2008-07-25,1.61737007132
524,73.0,2008-07-29,1.93243092538
525,73.0,2008-07-30,1.9192030588
526,73.0,2008-07-31,3.87140353798
527,73.0,2008-08-01,2.41889116625
528,73.0,2008-08-03,13.7314943913
529,73.0,2008-08-04,2.81872355623
530,75.0,2011-08-03,
531,75.0,2011-08-24,inf
532,75.0,2011-08-27,5.63751064915
533,75.0,2011-08-28,5.33238012679
534,75.0,2011-08-29,0.885671424749
535,75.0,2011-08-30,5.22335528843
536,76.0,2007-04-17,8.31361936555
537,76.0,2007-04-19,5.75919749593
538,76.0,2007-04-20,3.10249800618
539,78.0,2008-05-11,1.41082655868
540,78.0,2008-05-17,1.50858799574
541,78.0,2008-05-19,4.86687848852
542,78.0,2008-05-20,2.3739882434
543,78.0,2008-05-21,1.6971641464
544,78.0,2008-05-22,1.73299720114
545,78.0,2008-05-23,3.48882765877
546,78.0,2008-05-24,2.91663040668
547,78.0,2008-05-28,2.28907173505
548,78.0,2008-05-29,1.88670120036
549,78.0,2008-05-30,2.89281811519
550,78.0,2008-05-31,2.71980205978
551,78.0,2008-06-01,1.76127203071
552,78.0,2008-06-03,1.74928715667
553,78.0,2008-06-04,1.49900021037
554,78.0,2008-07-21,1.63158132228
555,78.0,2008-07-22,1.49206521666
556,78.0,2008-07-25,23.6313805358
557,78.0,2008-07-27,18.6847253816
558,78.0,2008-07-28,1.43973796044
559,78.0,2008-07-29,1.5407724837
560,78.0,2008-08-03,1.59483829248
561,78.0,2008-08-04,1.79006708579
562,78.0,2008-08-05,1.49037107249
563,78.0,2008-08-06,1.50124057502
564,78.0,2008-08-07,1.40445050943
565,78.0,2008-08-08,1.03084070739
566,78.0,2008-08-09,1.83719854809
567,78.0,2008-08-14,1.42813787947
568,78.0,2008-08-15,1.47661761524
569,78.0,2008-08-16,3.83162577156
570,78.0,2008-08-17,1.50165735727
571,78.0,2008-08-18,1.43393536903
572,78.0,2008-08-19,1.74984642379
573,78.0,2008-08-20,1.41149257483
574,78.0,2008-08-21,3.5089590751
575,78.0,2008-08-22,1.32027746947
576,78.0,2008-08-24,4.07519945999
577,78.0,2008-08-25,2.07445930823
578,78.0,2008-08-26,1.55793730346
579,78.0,2008-08-27,1.99563414721
580,78.0,2008-08-29,1.71306496046
581,80.0,2007-06-27,2.9168927246
582,80.0,2007-06-29,5.59772321474
583,80.0,2007-07-06,1.52648559987
584,81.0,2008-05-10,1.2822534731
585,81.0,2008-05-11,5.01523671489
586,81.0,2008-05-23,5.01502431119
587,81.0,2008-05-24,4.10008827922
588,81.0,2008-05-30,7.1561375492
589,81.0,2008-05-31,6.40573556886
590,81.0,2008-06-05,5.07602141888
591,81.0,2008-06-07,3.06750852743
592,81.0,2008-06-20,3.27535751799
593,81.0,2008-06-21,7.71138057228
594,81.0,2008-06-22,8.05367222776
595,81.0,2008-07-22,1.87907643834
596,81.0,2008-07-23,1.11849150505
597,81.0,2008-07-24,2.19322504567
598,81.0,2008-07-25,2.56069966644
599,81.0,2008-07-26,4.9223921487
600,81.0,2008-07-27,0.897740209448
601,81.0,2008-07-30,2.64347521931
602,82.0,2008-07-30,1.62907788716
603,82.0,2008-07-31,8.17784015417
604,82.0,2008-08-01,5.59715185523
605,82.0,2008-08-03,1.25587833169
606,82.0,2008-08-17,23.3784558184
607,82.0,2009-03-07,1.71208830815
608,82.0,2009-03-10,7.10800638366
609,82.0,2009-03-11,2.90635910532
610,82.0,2009-03-12,6.98910596028
611,82.0,2009-03-16,7.27141914663
612,82.0,2009-03-18,8.87619920037
613,82.0,2009-03-19,9.17924015461
614,82.0,2009-03-20,8.65005348586
615,82.0,2009-03-22,8.98057142795
616,82.0,2009-03-23,8.79830067186
617,82.0,2009-03-24,8.49260747521
618,82.0,2009-03-25,9.07122020765
619,82.0,2009-03-27,9.0540761582
620,82.0,2009-03-28,9.08043307064
621,82.0,2009-03-30,9.03071680996
622,82.0,2009-03-31,8.96732152432
623,82.0,2009-04-01,10.3568257987
624,82.0,2009-04-02,8.85306716408
625,82.0,2009-04-03,8.95879496462
626,82.0,2009-04-04,9.59148610959
627,82.0,2009-04-08,8.99567453431
628,82.0,2009-04-09,9.005889071
629,82.0,2009-04-11,9.00063604145
630,82.0,2009-04-13,8.68776115956
631,82.0,2009-04-14,inf
632,82.0,2009-04-16,9.35580222965
633,82.0,2009-04-17,9.36449974357
634,82.0,2009-04-18,7.70878958581
635,82.0,2009-04-19,9.02948731037
636,84.0,2008-07-22,3.66177755852
637,84.0,2008-08-21,5.33345741484
638,84.0,2008-08-22,4.68670033573
639,84.0,2008-08-24,5.45943635875
640,84.0,2008-08-25,3.05610909807
641,84.0,2008-08-26,6.97374764841
642,84.0,2008-08-28,12.71083933
643,84.0,2008-08-31,7.46424710561
644,84.0,2008-09-01,11.2344396258
645,84.0,2008-09-08,3.08248064354
646,84.0,2008-09-09,1.47118754472
647,84.0,2008-09-10,5.0954203618
648,84.0,2008-09-11,2.81892784714
649,84.0,2008-09-12,3.50109718287
650,84.0,2008-09-13,3.96255529911
651,84.0,2008-09-14,6.70674269402
652,84.0,2008-09-15,3.67320798306
653,84.0,2008-09-16,2.77293687169
654,84.0,2008-09-17,3.93762707326
655,84.0,2008-09-18,3.1737385852
656,84.0,2008-09-19,4.63108061692
657,84.0,2008-09-20,3.36108791403
658,84.0,2008-09-21,4.92386443991
659,84.0,2008-09-22,2.61879019669
660,84.0,2008-09-23,3.63812328774
661,84.0,2008-09-24,3.01717539191
662,84.0,2008-09-25,3.06662526435
663,84.0,2008-09-26,2.63685475739
664,84.0,2008-09-27,3.756763532
665,84.0,2008-09-28,3.17408826081
666,84.0,2008-09-30,4.31275162562
667,84.0,2008-10-06,3.54104902507
668,84.0,2008-10-07,2.50782091713
669,84.0,2008-10-08,3.88200587516
670,84.0,2008-10-09,2.66098361364
671,84.0,2008-10-10,2.55013994949
672,84.0,2008-10-11,3.77313904651
673,84.0,2008-10-12,6.84047950972
674,84.0,2008-10-13,3.90211957365
675,84.0,2008-10-14,2.33869205161
676,84.0,2008-10-15,3.30397666928
677,84.0,2008-10-16,3.67509665179
678,84.0,2008-10-17,3.90919838321
679,84.0,2008-10-18,5.71093355562
680,84.0,2008-10-19,1.87186537381
681,84.0,2008-10-20,1.50215888523
682,84.0,2008-10-21,2.71453841217
683,84.0,2008-10-22,3.76285235291
684,84.0,2008-10-23,4.23641651427
685,84.0,2008-10-24,2.41855543149
686,84.0,2008-10-25,5.8019243913
687,84.0,2008-10-26,1.5309486855
688,84.0,2008-10-27,2.55062431998
689,84.0,2008-10-28,4.83530621565
690,84.0,2008-10-29,2.89239209133
691,84.0,2008-10-30,4.07412590514
692,84.0,2008-10-31,2.4426456319
693,84.0,2008-11-01,2.94626677678
694,84.0,2008-11-02,7.07455134724
695,84.0,2008-11-03,2.63197581593
696,84.0,2008-11-04,2.47358267787
697,84.0,2008-11-05,3.14929232822
698,84.0,2008-11-06,7.65008306685
699,84.0,2008-11-08,2.59364325533
700,84.0,2008-11-26,6.45947608557
701,84.0,2008-11-27,4.95767312227
702,84.0,2008-11-28,6.29229388917
703,84.0,2008-11-29,4.55882280286
704,84.0,2008-11-30,4.82650052058
705,84.0,2008-12-01,9.50619567277
706,84.0,2008-12-02,4.11151346488
707,84.0,2008-12-03,2.32613229253
708,84.0,2008-12-04,3.64943325128
