,,acc_std,acceleration,bearing,bearing_std,distance,distance_std,parsed_date,parsed_time,speed,speed_std,t_user_id,timediff,transportation_mode
106,0,,,115.681730747,113.88113073,3729996.89063,5585.7040669,2008-10-02,2008-10-02 06:20:14-03:00,inf,,10.0,149984.0,train
107,0,0.963153003802,0.031823860303,158.198895146,107.352554117,604.151659134,3.02905722951,2008-10-02,2008-10-02 13:45:25-03:00,1.88430729584,1.17993967553,10.0,633.0,walk
108,0,0.800595080661,0.00813695499573,143.814350718,70.1438494737,50532.1967171,561.663479978,2008-10-03,2008-10-03 05:00:54-03:00,15.1483416265,9.66437023712,10.0,83599.0,bus
109,0,1.2212287156,0.04477481092,219.471365031,40.6262983366,23313.9354642,89.0145622,2008-10-03,2008-10-03 10:21:26-03:00,18.8669464245,7.643218954,10.0,2996.0,subway
110,0,1.36388619177,0.0266951394711,119.894026179,34.2059640337,1401134.54592,40032.6732784,2008-10-03,2008-10-03 00:00:00-03:00,18.6856612602,14.3061380863,10.0,50073.0,train
111,0,2.47137253886,-0.0646910424796,180.632448133,99.2660244194,4030786.36937,43795.2455449,2008-10-03,2008-10-03 05:36:27-03:00,1.48985044437,2.49806485731,10.0,103373.0,walk
112,0,1.90765424565,-0.0683244089131,156.580318043,123.625790038,217790.729261,8652.68326486,2008-10-05,2008-10-05 23:59:58-03:00,2.74337061107,3.53433606044,10.0,86401.0,taxi
113,0,0.649480125933,-0.19242711015,270.992772846,25.3951177999,9586.18645084,21.8372605996,2008-10-05,2008-10-05 23:35:12-03:00,31.6956474265,17.1280824301,10.0,305.0,train
114,0,2.07412557578,0.0209402914803,234.218602571,103.152481911,11831.4757988,10.768214701,2008-10-06,2008-10-06 01:17:13-03:00,13.3967713604,6.40169744801,10.0,35581.0,subway
115,0,1.00911626159,0.00162668264429,125.341203034,119.511613143,124351.03827,2088.92791272,2008-10-06,2008-10-06 00:02:05-03:00,4.43343288093,4.76561491137,10.0,133297.0,taxi
116,0,1.32734242628,-0.0111983831004,209.424526049,107.040742492,224178.631516,3434.46561266,2008-10-06,2008-10-06 12:05:25-03:00,28.2320957241,19.1833641258,10.0,42536.0,train
117,0,0.939441261275,-0.0130415974227,220.343761556,107.732665229,130641.98504,5488.07966014,2008-10-06,2008-10-06 00:52:32-03:00,1.86731858271,1.04095258768,10.0,43262.0,walk
118,0,3.38810421422,-0.0273199506635,229.219633087,117.432879871,11312.8655578,113.027694077,2008-10-07,2008-10-07 00:54:02-03:00,14.0167452647,7.06822781436,10.0,34458.0,subway
119,0,1.19372545093,0.00678607157168,132.889315923,128.503104804,12918.3003238,64.6340115815,2008-10-07,2008-10-07 00:06:56-03:00,5.1260125625,4.59698749803,10.0,125844.0,taxi
120,0,0.982390684403,0.045860003215,179.81880487,105.989278325,128590.478538,2616.16313183,2008-10-07,2008-10-07 11:15:22-03:00,27.5565333707,19.3108280269,10.0,45386.0,train
121,0,1.4325373253,-0.0178158209943,235.838429147,82.6571908996,124570.722126,3640.83830558,2008-10-07,2008-10-07 01:03:45-03:00,1.6890702503,1.32042061152,10.0,80810.0,walk
122,0,1.89312043464,0.0607808370284,238.599949862,103.857353716,11549.5894317,17.6366534089,2008-10-08,2008-10-08 01:05:18-03:00,14.5683369954,5.77352646327,10.0,35624.0,subway
123,0,1.15203503318,0.0144159446233,144.359034127,108.728410323,122937.361658,2686.48021855,2008-10-08,2008-10-08 11:26:36-03:00,7.8953429037,5.64561397343,10.0,128823.0,taxi
124,0,0.902668532424,-0.0337474578941,214.054982255,105.803296895,241075.503535,2939.02625753,2008-10-08,2008-10-08 00:09:23-03:00,27.7854641937,18.5446768006,10.0,85510.0,train
125,0,0.89092188643,0.0208092219575,225.05188123,87.7309798014,7044.84827112,328.31769747,2008-10-08,2008-10-08 01:20:40-03:00,1.55145883632,0.910443161747,10.0,121547.0,walk
126,0,1.55433091223,0.0115802862211,227.787433342,102.799114437,11813.166955,9.38043047224,2008-10-09,2008-10-09 00:52:55-03:00,12.9082487571,6.52191153422,10.0,37808.0,subway
127,0,1.38328124004,0.0029201438487,130.992380379,113.288520799,233401.540616,3318.14597593,2008-10-09,2008-10-09 00:02:50-03:00,5.96210103313,5.40506683773,10.0,172593.0,taxi
128,0,1.12737932624,-0.0210665504117,208.21395671,109.822625784,230539.626815,3199.15801825,2008-10-09,2008-10-09 12:25:15-03:00,26.838844497,18.7646357138,10.0,40459.0,train
129,0,1.24984157571,-0.0250176034677,200.340159898,109.903495426,120536.352352,4537.72114459,2008-10-09,2008-10-09 01:04:07-03:00,1.72972601654,1.17589170438,10.0,43944.0,walk
130,0,1.58182513873,0.0217606389904,241.870717293,98.0608554783,11515.29298,31.3189244901,2008-10-10,2008-10-10 00:47:38-03:00,14.4399114529,5.28568426848,10.0,35662.0,subway
131,0,1.3025154361,0.000870533520803,134.766370045,110.666341431,123056.638181,2540.36194593,2008-10-10,2008-10-10 00:04:23-03:00,6.48269806827,5.59322503811,10.0,133286.0,taxi
132,0,0.845362083566,-0.0239137016998,173.186241673,107.558487513,116035.636506,2900.09769866,2008-10-10,2008-10-10 11:50:05-03:00,22.679546741,17.9607484436,10.0,3838.0,train
133,0,0.733712258145,-0.00210826451188,265.704063751,40.3786860409,318.148016291,0.683178116608,2008-10-10,2008-10-10 00:58:06-03:00,1.52673953254,0.532892480284,10.0,210.0,walk
134,0,1.53721902454,-0.00426520264332,118.214418733,139.698768564,219317.352011,6485.82257548,2008-10-12,2008-10-12 23:54:53-03:00,3.8609126324,4.37795176174,10.0,86706.0,taxi
135,0,0.920963199726,-0.024346033871,263.773492417,96.5911879054,111975.774242,3513.35706726,2008-10-12,2008-10-12 23:10:00-03:00,31.8895365123,18.0588806414,10.0,1781.0,train
136,0,1.51876909176,-0.0401133073242,126.943364066,96.070805539,2267.22687579,4.8482165631,2008-10-13,2008-10-13 12:23:31-03:00,7.1642076745,3.66052855859,10.0,316.0,bus
137,0,1.87103934483,-0.00813377347664,238.07646073,109.647529146,11415.1388604,76.8784648524,2008-10-13,2008-10-13 00:44:50-03:00,12.8173862022,6.81045092839,10.0,36452.0,subway
138,0,1.53726362999,0.0225584039131,153.423953018,114.198377082,118286.647285,3423.35872936,2008-10-13,2008-10-13 00:10:08-03:00,7.17626399531,5.77148123823,10.0,168997.0,taxi
139,0,0.955128517565,-0.0249048429197,210.895959295,96.7307630086,223488.45493,3670.87868443,2008-10-13,2008-10-13 11:40:56-03:00,32.4794040605,18.348777542,10.0,44053.0,train
140,0,0.827886880595,-0.00196830434173,271.947320599,37.4724753046,280.598296033,0.731965106579,2008-10-13,2008-10-13 00:55:10-03:00,1.33974827725,0.641433878726,10.0,212.0,walk
141,0,1.27228055103,0.0147721913838,258.418211728,139.487545597,5567.34358036,6.52798022985,2008-10-14,2008-10-14 11:47:37-03:00,8.67898602577,5.20663051933,10.0,683.0,bus
142,0,1.9351019707,-0.0382342170665,289.733294564,124.504459374,5677.08827761,8.29945940512,2008-10-14,2008-10-14 00:50:28-03:00,15.4667919564,5.6459428906,10.0,471.0,subway
143,0,1.09449062448,0.00580996215064,124.406976513,149.645539782,4653.4418737,21.5949788401,2008-10-14,2008-10-14 00:04:55-03:00,4.93501163389,5.16183654623,10.0,87203.0,taxi
144,0,1.01312239389,0.00228484247267,223.343689244,96.6870123064,18338.0977553,434.208919985,2008-10-14,2008-10-14 00:21:43-03:00,1.58519568764,0.893416312245,10.0,42152.0,walk
145,0,1.2255710532,0.0225854480793,154.038905838,66.1907845239,42875.6742113,620.416568332,2008-10-15,2008-10-15 11:21:00-03:00,7.79738990745,5.72793179246,10.0,86568.0,taxi
