,t_user_id,parsed_date,bearing
121,52.0,2008-06-14,194.035921595
122,52.0,2008-06-15,161.126949739
123,52.0,2008-06-16,185.486393974
124,52.0,2008-06-17,158.280545569
125,52.0,2008-06-20,164.793142461
126,52.0,2008-06-21,161.760277095
127,52.0,2008-06-25,185.907805354
128,52.0,2008-06-26,164.817166698
129,52.0,2008-06-27,169.363266185
130,52.0,2008-06-28,158.453382985
131,52.0,2008-06-29,175.556053886
132,52.0,2008-07-01,130.12981632
133,52.0,2008-07-02,151.121854626
134,52.0,2008-07-03,192.219981245
135,52.0,2008-07-06,183.338091571
136,52.0,2008-07-07,118.95613176
137,52.0,2008-07-08,154.945938559
138,52.0,2008-07-09,153.337678649
139,52.0,2008-07-10,179.873690035
140,52.0,2008-07-11,177.708192046
141,52.0,2008-07-15,169.592576547
142,52.0,2008-07-16,163.28570177
143,52.0,2008-07-17,171.094149551
144,52.0,2008-07-18,148.519305196
145,52.0,2008-07-19,164.183626623
146,52.0,2008-07-20,163.301963102
147,52.0,2008-07-21,160.665227013
148,52.0,2008-07-22,172.109473802
149,52.0,2008-07-23,174.854684246
150,52.0,2008-07-24,167.711998789
151,52.0,2008-07-25,160.802934016
152,52.0,2008-07-26,182.384877196
153,52.0,2008-07-27,196.251345704
154,52.0,2008-07-29,168.573891747
155,52.0,2008-07-30,167.247974012
156,52.0,2008-07-31,191.201042226
157,52.0,2008-08-18,184.811927663
158,52.0,2008-08-22,229.868110468
159,52.0,2008-09-02,171.678531346
160,52.0,2008-10-01,175.529892004
161,52.0,2008-10-02,183.83623611
162,52.0,2008-10-03,180.031357294
163,52.0,2008-10-05,184.984869575
164,52.0,2008-10-06,165.762066519
165,52.0,2008-10-07,156.578840965
166,52.0,2008-10-08,154.406134457
167,52.0,2008-10-10,188.925350088
168,56.0,2007-10-19,197.515815773
169,58.0,2007-05-09,258.499950451
170,58.0,2007-05-13,202.865682634
171,58.0,2007-05-19,176.99564664
172,58.0,2007-05-21,239.551031626
173,58.0,2007-05-23,191.873356434
174,58.0,2007-05-24,182.171867098
175,58.0,2007-05-26,159.014649492
176,58.0,2007-06-01,147.223894789
177,58.0,2007-06-03,287.622389484
178,62.0,2008-06-18,222.09131793
179,62.0,2008-06-19,172.991806674
180,62.0,2008-06-20,188.420279378
181,62.0,2008-06-21,166.666289211
182,62.0,2008-06-23,153.06033861
183,62.0,2008-06-24,171.03212027
184,62.0,2008-06-25,110.062980545
185,62.0,2008-06-28,188.709489454
186,62.0,2008-06-29,195.185485172
187,62.0,2008-07-01,197.295748865
188,62.0,2008-07-03,174.542976384
189,62.0,2008-07-06,144.605658261
190,62.0,2008-07-07,170.826946642
191,62.0,2008-07-08,195.573918585
192,62.0,2008-07-09,116.644217504
193,62.0,2008-07-10,184.0903094
194,62.0,2008-07-11,272.323716674
195,62.0,2008-07-13,207.868751878
196,62.0,2008-07-14,178.876322114
197,62.0,2008-07-15,178.129245514
198,62.0,2008-07-16,188.695301753
199,62.0,2008-07-17,197.617883157
200,62.0,2008-07-19,168.52135096
201,62.0,2008-07-20,191.217256433
202,62.0,2008-07-21,177.517217283
203,62.0,2008-07-22,202.85756682
204,62.0,2008-07-23,192.328151144
205,62.0,2008-07-24,221.342087102
206,62.0,2008-07-26,188.613103725
207,62.0,2008-07-27,126.03269314
208,62.0,2008-07-28,193.972958892
209,62.0,2008-07-29,187.825214054
210,62.0,2008-07-30,162.847327916
211,62.0,2008-07-31,195.500007554
212,62.0,2008-08-01,202.574312987
213,62.0,2008-08-02,162.513843608
214,62.0,2008-08-03,184.185058421
215,62.0,2008-08-04,174.402607821
216,62.0,2008-08-05,158.892982716
217,62.0,2008-08-06,169.312972568
218,62.0,2008-08-07,173.928415291
219,62.0,2008-08-08,191.448938376
220,62.0,2008-08-09,180.593124255
221,62.0,2008-08-10,188.407249281
222,62.0,2008-08-11,160.101480994
223,62.0,2008-08-12,194.608730114
224,62.0,2008-08-13,155.548377173
225,62.0,2008-08-14,193.597726058
226,62.0,2008-08-15,199.188806586
227,62.0,2008-08-16,194.052469001
228,62.0,2008-08-17,200.548082202
229,62.0,2008-08-18,179.03780166
230,62.0,2008-08-19,195.850922099
231,62.0,2008-08-20,187.295571172
232,62.0,2008-08-21,177.796424275
233,62.0,2008-08-22,181.826873715
234,62.0,2008-08-23,195.473308631
235,62.0,2008-08-24,207.280552306
236,62.0,2008-08-25,184.37338805
237,62.0,2008-08-26,186.93792291
238,62.0,2008-08-27,193.210788658
239,62.0,2008-08-28,189.435424699
240,62.0,2008-08-29,129.898152628
241,62.0,2008-08-30,134.179003585
242,62.0,2008-08-31,121.499373074
243,62.0,2008-09-01,166.437436985
244,62.0,2008-09-02,246.112981714
245,62.0,2008-09-03,99.60681955
246,62.0,2008-09-04,173.291413513
247,62.0,2008-09-05,197.779441726
248,62.0,2008-09-06,189.452428475
249,62.0,2008-09-07,198.345533717
250,62.0,2008-09-08,178.231041744
251,62.0,2008-09-10,181.052084517
252,62.0,2008-09-11,195.057020939
253,62.0,2008-09-12,174.618869523
254,62.0,2008-09-13,187.750389451
255,62.0,2008-09-14,212.108726783
256,62.0,2008-09-15,178.895023565
257,62.0,2008-09-16,210.982156673
258,62.0,2008-09-17,167.306833083
259,62.0,2008-09-18,178.243759956
260,62.0,2008-09-19,188.759602367
261,62.0,2008-09-20,187.53683785
262,62.0,2008-09-21,182.660787662
263,62.0,2008-09-23,223.686442759
264,62.0,2008-09-24,193.972471297
265,62.0,2008-09-25,176.340850368
266,62.0,2008-09-26,252.815021061
267,62.0,2008-09-27,215.803715641
268,62.0,2008-09-28,139.352465436
269,62.0,2008-10-01,162.013021177
270,62.0,2008-10-03,87.0057163604
271,62.0,2008-10-04,159.140355587
272,62.0,2008-10-05,208.294476477
273,62.0,2008-10-15,197.938166766
274,62.0,2008-10-16,203.033235738
275,62.0,2008-10-17,190.593687848
276,62.0,2008-10-18,168.317435848
277,62.0,2008-10-19,170.199566075
278,62.0,2008-10-20,229.740416321
279,62.0,2008-10-21,202.623908874
280,62.0,2008-10-29,85.3874257366
281,62.0,2008-10-30,133.706535041
282,62.0,2008-10-31,194.200802548
283,62.0,2008-11-01,157.544115605
284,62.0,2008-11-02,193.11725378
285,62.0,2008-11-03,183.588657129
286,62.0,2008-11-04,199.718717655
287,62.0,2008-11-05,199.858386154
288,62.0,2008-11-06,192.748167977
289,62.0,2008-11-07,212.429926997
290,62.0,2008-11-08,176.110939049
291,62.0,2008-11-09,172.786929905
292,62.0,2008-11-10,168.694767637
293,62.0,2008-11-11,183.084175062
294,62.0,2008-11-12,169.211383632
295,62.0,2008-11-13,176.813952369
296,62.0,2008-11-14,217.972479045
297,62.0,2008-11-15,191.188784502
298,62.0,2008-11-16,174.717655919
299,62.0,2008-11-17,128.618031195
300,62.0,2008-12-03,156.395934684
301,62.0,2008-12-04,165.785221537
302,62.0,2008-12-05,187.091901603
303,62.0,2008-12-06,99.0198785849
304,62.0,2008-12-07,168.762945673
305,62.0,2008-12-08,168.246760595
306,62.0,2008-12-09,169.919116397
307,62.0,2008-12-11,196.420986575
308,62.0,2008-12-12,174.673135941
309,62.0,2008-12-13,199.132170417
310,62.0,2008-12-14,178.242803934
311,62.0,2008-12-15,147.33729659
312,64.0,2008-08-15,248.320265604
313,64.0,2008-08-16,185.756290759
314,64.0,2008-08-17,200.320382041
315,64.0,2008-08-18,208.526662499
316,64.0,2008-08-20,176.645940092
317,64.0,2008-08-21,229.2140073
318,64.0,2008-08-23,172.167370159
319,64.0,2008-08-24,171.73131127
320,64.0,2008-08-25,246.006234505
321,64.0,2008-08-29,202.20445479
322,65.0,2011-08-24,182.313626633
323,65.0,2011-08-26,157.395630904
324,65.0,2011-08-28,184.315344984
325,65.0,2011-08-30,167.71354146
326,65.0,2011-09-01,171.638860751
327,65.0,2011-09-02,158.865409335
328,65.0,2011-09-03,152.893251057
329,65.0,2011-09-10,169.929224952
330,65.0,2011-09-11,152.800326562
331,65.0,2011-09-16,150.756722428
332,65.0,2011-09-17,151.401791469
333,65.0,2011-09-18,42.5250488325
334,65.0,2011-09-19,122.728378729
335,65.0,2011-09-21,171.759607893
336,65.0,2011-09-23,169.4834054
337,65.0,2011-09-25,191.43635258
338,65.0,2011-09-27,55.4048594067
339,65.0,2011-09-29,172.697284116
340,65.0,2011-10-01,210.598720228
341,65.0,2011-10-03,168.536043557
342,65.0,2011-10-05,149.990953836
343,65.0,2011-10-06,167.347173338
344,65.0,2011-10-14,42.8608338581
345,65.0,2011-10-16,149.038239238
346,65.0,2011-10-18,157.92164898
347,65.0,2011-10-22,183.852877726
348,65.0,2011-10-23,187.994855453
349,65.0,2011-10-25,162.331116696
350,67.0,2011-03-05,160.981653692
351,67.0,2011-03-12,174.261968322
352,67.0,2011-03-19,192.256280126
353,67.0,2011-03-20,169.34730322
354,67.0,2011-03-26,189.606464396
355,67.0,2011-04-07,169.191524535
356,67.0,2011-04-08,173.476152062
357,67.0,2011-04-13,176.019888866
358,67.0,2011-04-14,248.787369692
359,67.0,2011-04-16,129.297282184
360,67.0,2011-04-19,213.073474985
361,67.0,2011-04-23,167.494118411
362,67.0,2011-04-30,138.661743046
363,67.0,2011-05-06,185.53694729
364,67.0,2011-05-07,180.190129808
365,68.0,2008-09-16,203.569164593
366,68.0,2008-09-18,242.942607727
367,68.0,2008-09-20,162.393310788
368,68.0,2008-09-29,140.517688543
369,68.0,2008-09-30,177.310243981
370,68.0,2008-10-02,171.205191058
371,68.0,2008-10-03,168.600386001
372,68.0,2008-10-04,159.98402303
373,68.0,2008-10-11,213.502397632
374,68.0,2008-10-12,226.209686081
375,68.0,2008-10-20,183.012346816
376,68.0,2008-10-21,189.58309404
377,68.0,2008-10-22,195.334140803
378,68.0,2008-10-24,179.245453702
379,68.0,2008-10-25,185.48331081
380,68.0,2008-10-26,174.128675654
381,68.0,2008-10-31,200.17955761
382,68.0,2008-11-01,159.763605557
383,68.0,2008-11-03,195.172635086
384,68.0,2008-11-04,193.658584095
385,68.0,2008-11-05,169.219027251
386,68.0,2008-11-08,201.424918705
387,68.0,2008-11-13,219.989169012
388,68.0,2008-11-14,184.596062213
389,68.0,2008-11-15,158.899966116
390,68.0,2008-11-16,196.735753636
391,68.0,2008-11-26,122.317447862
392,68.0,2008-11-30,186.915237597
393,68.0,2008-12-13,170.670609333
394,68.0,2008-12-14,179.989817429
395,68.0,2009-01-02,155.44373897
396,68.0,2009-01-15,100.334132593
397,68.0,2009-01-16,210.0884015
398,68.0,2009-02-17,174.937649518
399,68.0,2009-02-18,186.215870268
400,68.0,2009-02-19,176.709828452
401,68.0,2009-02-20,118.619630711
402,68.0,2009-02-21,192.392482487
403,68.0,2009-02-22,176.106218163
404,68.0,2009-02-23,168.77216541
405,68.0,2009-03-01,162.599926572
406,68.0,2009-03-13,200.110713023
407,68.0,2009-03-14,144.507473368
408,68.0,2009-03-22,179.750712757
409,68.0,2009-03-23,182.524845023
410,68.0,2009-03-27,186.864733309
411,68.0,2009-03-28,189.603589183
412,68.0,2009-04-02,173.037358758
413,68.0,2009-04-03,177.574176617
414,68.0,2009-04-05,171.437393972
415,68.0,2009-04-11,181.55819112
416,68.0,2009-04-12,178.568338266
417,68.0,2009-04-18,171.421347816
418,68.0,2009-04-22,194.300480299
419,68.0,2009-04-25,180.858257926
420,68.0,2009-05-01,170.613079133
421,68.0,2009-05-02,203.754180829
422,68.0,2009-05-03,192.622598318
423,68.0,2009-05-16,170.223740365
424,68.0,2009-05-17,202.7449986
425,68.0,2009-05-19,185.57904535
426,68.0,2009-05-21,190.011325793
427,68.0,2009-05-22,174.702461869
428,68.0,2009-05-24,189.25392084
429,68.0,2009-05-25,178.764307936
430,68.0,2009-05-26,178.506855481
431,68.0,2009-05-27,185.091478368
432,68.0,2009-05-28,177.214205437
433,68.0,2009-05-29,201.180530916
434,68.0,2009-05-30,199.526669326
435,68.0,2009-05-31,174.545329906
436,68.0,2009-06-05,181.593453926
437,68.0,2009-06-07,154.450934889
438,68.0,2009-06-13,198.861225036
439,68.0,2009-06-14,210.087630648
440,68.0,2009-06-19,202.36264453
441,68.0,2009-06-21,179.730161437
442,68.0,2009-06-22,218.489903335
443,68.0,2009-06-27,187.12116076
444,68.0,2009-06-28,179.702781569
445,68.0,2009-07-05,214.784022336
446,68.0,2009-07-06,178.735670254
447,68.0,2009-07-07,180.296061016
448,68.0,2009-07-09,184.399260356
449,68.0,2009-07-11,163.680136286
450,68.0,2009-07-12,195.938783161
451,68.0,2009-07-14,188.266330109
452,68.0,2009-07-15,211.53543033
453,68.0,2009-07-16,193.436126534
454,68.0,2009-07-17,182.319340409
455,68.0,2009-07-20,193.622839416
456,68.0,2009-07-21,209.304400021
457,68.0,2009-07-22,182.511057489
458,68.0,2009-07-24,175.022046636
459,68.0,2009-07-25,184.943915257
460,68.0,2009-07-26,245.449050231
461,68.0,2009-07-27,159.419160399
462,68.0,2009-07-28,196.239050373
463,68.0,2009-07-29,192.156026564
464,68.0,2009-07-30,181.577480386
465,68.0,2009-07-31,182.73730555
466,68.0,2009-08-01,162.485195173
467,68.0,2009-08-02,168.272720679
468,68.0,2009-08-03,162.545848768
469,68.0,2009-08-04,162.003207836
470,68.0,2009-08-05,212.305475959
471,68.0,2009-08-06,139.712834453
472,68.0,2009-08-07,183.553979086
473,68.0,2009-08-08,235.886188807
474,68.0,2009-08-09,160.226308175
475,68.0,2009-08-10,208.082516133
476,68.0,2009-08-11,193.74946912
477,68.0,2009-08-13,199.126417113
478,68.0,2009-08-14,200.068658147
479,68.0,2009-08-15,158.40659691
480,68.0,2009-08-17,187.87532514
481,68.0,2009-08-18,175.677093784
482,68.0,2009-08-19,169.309401423
483,68.0,2009-08-20,203.852708948
484,68.0,2009-08-21,167.65236713
485,68.0,2009-08-24,176.154554127
486,68.0,2009-08-25,188.054067181
487,68.0,2009-08-29,180.701711983
488,68.0,2009-08-30,197.320111294
489,68.0,2009-08-31,176.078774838
490,68.0,2009-09-05,183.664771082
491,68.0,2009-09-06,183.463493389
492,68.0,2009-09-08,186.662463024
493,68.0,2009-09-11,183.375557648
494,68.0,2009-09-12,182.876056754
495,68.0,2009-09-13,190.092967878
496,69.0,2008-06-27,165.457764919
497,73.0,2008-05-19,128.658838608
498,73.0,2008-05-21,202.54358489
499,73.0,2008-05-22,218.818401718
500,73.0,2008-05-29,219.409113807
501,73.0,2008-05-30,259.692977614
502,73.0,2008-06-03,135.863897343
503,73.0,2008-06-05,129.42054856
504,73.0,2008-06-19,248.775752105
505,73.0,2008-06-21,237.556404318
506,73.0,2008-06-24,165.678579294
507,73.0,2008-06-25,209.45436695
508,73.0,2008-06-29,149.954845768
509,73.0,2008-07-02,145.247553969
510,73.0,2008-07-05,233.196613269
511,73.0,2008-07-07,203.866091754
512,73.0,2008-07-08,209.366238745
513,73.0,2008-07-10,156.900003008
514,73.0,2008-07-11,159.597214099
515,73.0,2008-07-13,208.854215417
516,73.0,2008-07-15,165.459661826
517,73.0,2008-07-16,152.270036498
518,73.0,2008-07-17,123.920570665
519,73.0,2008-07-18,201.543629303
520,73.0,2008-07-20,215.779672475
521,73.0,2008-07-22,171.231961096
522,73.0,2008-07-24,166.599623948
523,73.0,2008-07-25,135.728830447
524,73.0,2008-07-29,206.993682102
525,73.0,2008-07-30,181.098951455
526,73.0,2008-07-31,147.944988476
527,73.0,2008-08-01,156.023480569
528,73.0,2008-08-03,173.120602753
529,73.0,2008-08-04,132.625225115
530,75.0,2011-08-03,30.5150870279
531,75.0,2011-08-24,148.426813378
532,75.0,2011-08-27,160.77543157
533,75.0,2011-08-28,131.020737165
534,75.0,2011-08-29,180.110205294
535,75.0,2011-08-30,209.322809743
536,76.0,2007-04-17,196.11565817
537,76.0,2007-04-19,281.238842941
538,76.0,2007-04-20,309.170471275
539,78.0,2008-05-11,194.75126768
540,78.0,2008-05-17,155.805571858
541,78.0,2008-05-19,185.893443626
542,78.0,2008-05-20,197.149050107
543,78.0,2008-05-21,128.261328996
544,78.0,2008-05-22,196.714470419
545,78.0,2008-05-23,114.318133214
546,78.0,2008-05-24,132.954316354
547,78.0,2008-05-28,152.090918371
548,78.0,2008-05-29,122.61119296
549,78.0,2008-05-30,215.650828412
550,78.0,2008-05-31,198.27847839
551,78.0,2008-06-01,233.614330058
552,78.0,2008-06-03,117.202066167
553,78.0,2008-06-04,206.194640311
554,78.0,2008-07-21,211.886208335
555,78.0,2008-07-22,128.518292817
556,78.0,2008-07-25,110.426174601
557,78.0,2008-07-27,224.139906933
558,78.0,2008-07-28,196.343496689
559,78.0,2008-07-29,110.983792251
560,78.0,2008-08-03,114.964229672
561,78.0,2008-08-04,144.119107874
562,78.0,2008-08-05,214.280692654
563,78.0,2008-08-06,145.69722476
564,78.0,2008-08-07,138.432283877
565,78.0,2008-08-08,160.751133179
566,78.0,2008-08-09,196.950037836
567,78.0,2008-08-14,121.439913441
568,78.0,2008-08-15,117.307453063
569,78.0,2008-08-16,177.947355951
570,78.0,2008-08-17,128.24084508
571,78.0,2008-08-18,173.609759858
572,78.0,2008-08-19,176.427536966
573,78.0,2008-08-20,218.628531783
574,78.0,2008-08-21,232.864263202
575,78.0,2008-08-22,161.237053972
576,78.0,2008-08-24,183.337303251
577,78.0,2008-08-25,184.367096397
578,78.0,2008-08-26,129.922410803
579,78.0,2008-08-27,122.199473628
580,78.0,2008-08-29,140.298130554
581,80.0,2007-06-27,204.425437509
582,80.0,2007-06-29,283.687545881
583,80.0,2007-07-06,206.912321858
584,81.0,2008-05-10,143.877197647
585,81.0,2008-05-11,162.14577616
586,81.0,2008-05-23,195.463954819
587,81.0,2008-05-24,177.091988593
588,81.0,2008-05-30,142.279688375
589,81.0,2008-05-31,240.036761029
590,81.0,2008-06-05,146.718244176
591,81.0,2008-06-07,160.126463575
592,81.0,2008-06-20,149.272580533
593,81.0,2008-06-21,205.426802442
594,81.0,2008-06-22,268.59084038
595,81.0,2008-07-22,169.359002089
596,81.0,2008-07-23,113.385624302
597,81.0,2008-07-24,146.551578087
598,81.0,2008-07-25,172.310597331
599,81.0,2008-07-26,195.452574599
600,81.0,2008-07-27,133.012138357
601,81.0,2008-07-30,142.865152739
602,82.0,2008-07-30,250.092958427
603,82.0,2008-07-31,208.074014337
604,82.0,2008-08-01,165.801529719
605,82.0,2008-08-03,157.083658197
606,82.0,2008-08-17,139.72493415
607,82.0,2009-03-07,247.550992809
608,82.0,2009-03-10,191.595773745
609,82.0,2009-03-11,180.272828804
610,82.0,2009-03-12,189.140345446
611,82.0,2009-03-16,177.031587531
612,82.0,2009-03-18,211.094896982
613,82.0,2009-03-19,193.720195715
614,82.0,2009-03-20,190.935587501
615,82.0,2009-03-22,196.685942424
616,82.0,2009-03-23,192.862399804
617,82.0,2009-03-24,182.143805575
618,82.0,2009-03-25,196.173289708
619,82.0,2009-03-27,241.977860531
620,82.0,2009-03-28,190.347446593
621,82.0,2009-03-30,199.41105906
622,82.0,2009-03-31,190.429663792
623,82.0,2009-04-01,182.298697574
624,82.0,2009-04-02,199.586393728
625,82.0,2009-04-03,188.840517894
626,82.0,2009-04-04,170.138289568
627,82.0,2009-04-08,195.609419956
628,82.0,2009-04-09,217.883416643
629,82.0,2009-04-11,175.662095868
630,82.0,2009-04-13,201.421363712
631,82.0,2009-04-14,207.47883298
632,82.0,2009-04-16,201.265499847
633,82.0,2009-04-17,196.622630735
634,82.0,2009-04-18,197.24013697
635,82.0,2009-04-19,196.002738689
636,84.0,2008-07-22,195.048911174
637,84.0,2008-08-21,157.338541681
638,84.0,2008-08-22,207.673669014
639,84.0,2008-08-24,178.480235768
640,84.0,2008-08-25,203.619567284
641,84.0,2008-08-26,140.861891097
642,84.0,2008-08-28,210.812858074
643,84.0,2008-08-31,192.83369344
644,84.0,2008-09-01,183.796819906
645,84.0,2008-09-08,183.389034357
646,84.0,2008-09-09,176.088172922
647,84.0,2008-09-10,181.020340461
648,84.0,2008-09-11,176.905284843
649,84.0,2008-09-12,195.251547422
650,84.0,2008-09-13,200.840577395
651,84.0,2008-09-14,172.342930268
652,84.0,2008-09-15,108.466046706
653,84.0,2008-09-16,186.233406054
654,84.0,2008-09-17,174.990196911
655,84.0,2008-09-18,192.106608758
656,84.0,2008-09-19,177.790236558
657,84.0,2008-09-20,215.797618984
658,84.0,2008-09-21,106.280019668
659,84.0,2008-09-22,181.642592508
660,84.0,2008-09-23,194.812531842
661,84.0,2008-09-24,163.126430051
662,84.0,2008-09-25,191.141908517
663,84.0,2008-09-26,163.778896365
664,84.0,2008-09-27,188.065452183
665,84.0,2008-09-28,172.169254707
666,84.0,2008-09-30,166.148387342
667,84.0,2008-10-06,153.266338802
668,84.0,2008-10-07,183.170071759
669,84.0,2008-10-08,171.277682769
670,84.0,2008-10-09,169.345133259
671,84.0,2008-10-10,156.239164586
672,84.0,2008-10-11,159.186916059
673,84.0,2008-10-12,140.999848408
674,84.0,2008-10-13,162.291676392
675,84.0,2008-10-14,200.657271697
676,84.0,2008-10-15,183.721614539
677,84.0,2008-10-16,160.650330313
678,84.0,2008-10-17,190.961931378
679,84.0,2008-10-18,190.783213072
680,84.0,2008-10-19,138.97349683
681,84.0,2008-10-20,161.522288318
682,84.0,2008-10-21,168.830463142
683,84.0,2008-10-22,184.390855513
684,84.0,2008-10-23,188.004893886
685,84.0,2008-10-24,169.150692496
686,84.0,2008-10-25,213.226501402
687,84.0,2008-10-26,173.82052975
688,84.0,2008-10-27,153.092893555
689,84.0,2008-10-28,172.172846695
690,84.0,2008-10-29,166.74098316
691,84.0,2008-10-30,179.656777563
692,84.0,2008-10-31,172.779592198
693,84.0,2008-11-01,189.254481496
694,84.0,2008-11-02,181.544141274
695,84.0,2008-11-03,156.832429011
696,84.0,2008-11-04,152.585569582
697,84.0,2008-11-05,182.332548382
698,84.0,2008-11-06,155.938170987
699,84.0,2008-11-08,158.200407604
700,84.0,2008-11-26,188.630894189
701,84.0,2008-11-27,140.089915337
702,84.0,2008-11-28,184.891813292
703,84.0,2008-11-29,171.237889544
704,84.0,2008-11-30,194.328026873
705,84.0,2008-12-01,222.953968466
706,84.0,2008-12-02,148.013821779
707,84.0,2008-12-03,169.255195387
708,84.0,2008-12-04,156.379609835
709,84.0,2008-12-05,159.883459457
710,84.0,2008-12-06,163.231013566
711,84.0,2008-12-07,145.055793362
712,84.0,2008-12-08,183.641302191
713,84.0,2008-12-09,186.926849028
714,84.0,2008-12-10,187.951536505
715,85.0,2008-05-01,177.472846085
716,85.0,2008-05-02,183.465956335
717,85.0,2008-05-15,216.497923838
718,85.0,2008-05-16,158.101020604
719,85.0,2008-05-17,180.546011281
720,85.0,2008-05-18,207.798746123
721,85.0,2008-05-19,185.217522734
722,85.0,2008-05-20,181.772125785
723,85.0,2008-05-21,194.789444828
724,85.0,2008-05-22,185.569131312
725,85.0,2008-05-23,150.924736572
726,85.0,2008-05-24,156.924754958
727,85.0,2008-05-25,176.845681598
728,85.0,2008-05-26,164.342412432
729,85.0,2008-05-27,202.629272844
730,85.0,2008-05-28,213.436609126
731,85.0,2008-05-29,191.446005118
732,85.0,2008-07-22,186.320899596
733,85.0,2008-07-23,183.291590411
